PROFUNDIDADE_M,GR_AUSENTE_ORIGINAL,GR_INVALIDO_FISICO,GR_EXTREMO_IQR,GR_INTERPOLADO,RT_AUSENTE_ORIGINAL,RT_INVALIDO_FISICO,RT_EXTREMO_IQR,RT_INTERPOLADO,NPHI_AUSENTE_ORIGINAL,NPHI_INVALIDO_FISICO,NPHI_EXTREMO_IQR,NPHI_INTERPOLADO,RHOB_AUSENTE_ORIGINAL,RHOB_INVALIDO_FISICO,RHOB_EXTREMO_IQR,RHOB_INTERPOLADO
779.76400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
779.91600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780.06800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780.22000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780.37200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780.52400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780.67600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780.82800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780.98000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781.13200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781.28400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781.43600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781.58800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781.74000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781.89200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782.04400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782.19600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782.34800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782.50000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782.65200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782.80400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782.95600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783.10800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783.26000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783.41200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783.56400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783.71600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783.86800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784.02000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784.17200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784.32400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784.47600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784.62800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784.78000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
784.93200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785.08400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785.23600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785.38800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785.54000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785.69200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785.84400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785.99600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786.14800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786.30000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786.45200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786.60400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786.75600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786.90800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787.06000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787.21200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787.36400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787.51600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787.66800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787.82000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787.97200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788.12400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788.27600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788.42800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788.58000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788.73200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788.88400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789.03600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789.18800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789.34000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789.49200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789.64400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789.79600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789.94800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790.10000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790.25200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790.40400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790.55600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790.70800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790.86000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791.01200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791.16400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791.31600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791.46800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791.62000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791.77200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791.92400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792.07600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792.22800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792.38000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792.53200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792.68400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792.83600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792.98800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793.14000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793.29200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793.44400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793.59600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793.74800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793.90000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794.05200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794.20400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794.35600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794.50800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794.66000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794.81200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794.96400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.11600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.26800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.42000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.57200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.72400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
795.87600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.02800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.18000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.33200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.48400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.63600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.78800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796.94000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797.09200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797.24400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797.39600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797.54800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797.70000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797.85200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798.00400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798.15600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798.30800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798.46000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798.61200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798.76400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798.91600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799.06800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799.22000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799.37200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799.52400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799.67600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799.82800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799.98000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800.13200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800.28400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800.43600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800.58800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800.74000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800.89200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801.04400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801.19600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801.34800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801.50000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801.65200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801.80400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801.95600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802.10800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802.26000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802.41200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802.56400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802.71600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802.86800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803.02000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803.17200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803.32400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803.47600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803.62800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803.78000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803.93200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804.08400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804.23600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804.38800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804.54000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804.69200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804.84400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804.99600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805.14800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805.30000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805.45200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805.60400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805.75600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
805.90800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806.06000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806.21200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806.36400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806.51600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806.66800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806.82000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
806.97200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807.12400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807.27600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807.42800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807.58000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807.73200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807.88400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808.03600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808.18800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808.34000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808.49200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808.64400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808.79600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
808.94800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809.10000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809.25200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809.40400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809.55600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809.70800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809.86000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810.01200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810.16400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810.31600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810.46800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810.62000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810.77200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810.92400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811.07600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811.22800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811.38000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811.53200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811.68400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811.83600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
811.98800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812.14000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812.29200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812.44400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812.59600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812.74800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812.90000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813.05200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813.20400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813.35600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813.50800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813.66000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813.81200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813.96400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814.11600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814.26800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814.42000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814.57200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814.72400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814.87600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815.02800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815.18000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815.33200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815.48400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815.63600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815.78800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815.94000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816.09200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816.24400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816.39600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816.54800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816.70000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816.85200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817.00400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817.15600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817.30800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817.46000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817.61200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817.76400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817.91600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818.06800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818.22000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818.37200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818.52400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818.67600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818.82800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818.98000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819.13200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819.28400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819.43600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819.58800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819.74000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819.89200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820.04400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820.19600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820.34800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820.50000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820.65200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820.80400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820.95600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821.10800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821.26000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821.41200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821.56400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821.71600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821.86800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822.02000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822.17200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822.32400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822.47600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822.62800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822.78000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822.93200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823.08400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823.23600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823.38800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823.54000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823.69200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823.84400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823.99600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824.14800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824.30000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824.45200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824.60400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824.75600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824.90800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825.06000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825.21200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825.36400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825.51600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825.66800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825.82000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825.97200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826.12400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826.27600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826.42800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826.58000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826.73200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826.88400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827.03600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827.18800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827.34000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827.49200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827.64400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827.79600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827.94800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828.10000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828.25200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828.40400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828.55600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828.70800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828.86000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829.01200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829.16400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829.31600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829.46800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829.62000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829.77200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829.92400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830.07600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830.22800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830.38000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830.53200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830.68400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830.83600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830.98800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831.14000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831.29200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831.44400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831.59600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831.74800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831.90000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832.05200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832.20400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832.35600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832.50800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832.66000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832.81200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832.96400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833.11600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833.26800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833.42000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833.57200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833.72400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833.87600085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
834.02800085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
834.18000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
834.33200085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
834.48400085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
