PROFUNDIDADE_M,GR,RT,NPHI,RHOB,CONFIANCA_FORCE,LITOLOGIA_CODIGO_FORCE,LITOLOGIA_REFERENCIA,VCL,PHIE,PHID,PHI_ND_EXEMPLO_SLIDE,SW_ARCHIE_BRUTA,SW,SW_ACIMA_1,SH,BVW,AVALIAVEL,POTENCIAL,CLASSE
716.83600085,74.283477783,2.2917206287,0.4408779442,2.2012000084,1.0,65000.0,Folhelho,0.36902898152499997,0.2781812054750382,0.27199999490909094,0.35643896955454546,0.7509160348284547,0.7509160348284547,False,0.2490839651715453,0.20889072777911533,True,False,Fora dos critérios
716.98800085,73.378875732,2.2884492874,0.4021235108,2.2018182278,1.0,65000.0,Folhelho,0.36149063109999996,0.25675962910076033,0.27162531648484844,0.3368744136424242,0.8141466007646044,0.8141466007646044,False,0.18585339923539557,0.20903997924596462,True,False,Fora dos critérios
717.14000085,74.933509827,2.2864868641,0.3891432285,2.2005829811,1.0,65000.0,Folhelho,0.374445915225,0.24343013615070622,0.2723739508484847,0.3307585896742423,0.8590952200683343,0.8590952200683343,False,0.14090477993166572,0.20912966638765554,True,False,Fora dos critérios
717.29200085,74.607429504,2.2833118439,0.3752436638,2.1953001022,1.0,65000.0,Folhelho,0.37172857919999996,0.23575486980182353,0.2755756956363636,0.3254096797181818,0.8876805679197007,0.8876805679197007,False,0.11231943208029926,0.20927501671551782,True,False,Fora dos critérios
717.44400085,73.255981445,2.2786650658,0.3668070138,2.2002513409,1.0,65000.0,Folhelho,0.3604665120416667,0.2345853689430945,0.2725749449090909,0.3196909793545455,0.8930151590428625,0.8930151590428625,False,0.10698484095713745,0.20948829055584614,True,False,Fora dos critérios
717.59600085,73.590118408,2.2742471695,0.3718784451,2.2164392471,1.0,65000.0,Folhelho,0.3632509867333333,0.23679323297256727,0.2627640926666667,0.31732126888333334,0.8855475411591409,0.8855475411591409,False,0.11445245884085908,0.20969166522198054,True,False,Fora dos critérios
717.74800085,76.923797607,2.2639472485,0.405303508,2.2236297131,1.0,65000.0,Folhelho,0.39103164672499996,0.24681700984334082,0.25840623448484856,0.3318548712424243,0.8515139393141199,0.8515139393141199,False,0.1484860606858801,0.21016812434143506,True,False,Fora dos critérios
717.90000085,80.604866028,2.2528636456,0.4313767254,2.2092750072,1.0,65000.0,Folhelho,0.4217072169,0.24946204709613046,0.2671060562424242,0.3492413908212121,0.8445552475333448,0.8445552475333448,False,0.15544475246665523,0.21068448093544737,True,False,Fora dos critérios
718.05200085,78.270057678,2.2460999489,0.4423256218,2.2012000084,1.0,65000.0,Folhelho,0.40225048065,0.2643999278271399,0.27199999490909094,0.3571628083545455,0.7980390238901977,0.7980390238901977,False,0.20196097610980235,0.21100146031980943,True,False,Fora dos critérios
718.20400085,77.806152344,2.2484760284,0.4308055341,2.2023880482,1.0,65000.0,Folhelho,0.39838460286666666,0.2591792424848093,0.27127997078787874,0.35104275244393934,0.8136837688726039,0.8136837688726039,False,0.18631623112739615,0.21088994283858611,True,False,Fora dos critérios
718.35600085,79.83241272,2.2521166801,0.4157874286,2.20449543,1.0,65000.0,Folhelho,0.41527010599999997,0.2431233390518106,0.27000276969696957,0.3428950991484848,0.8667181768741673,0.8667181768741673,False,0.1332818231258327,0.21071941717854534,True,False,Fora dos critérios
718.50800085,80.369941711,2.2479999065,0.4206449389,2.200193882,1.0,65000.0,Folhelho,0.4197495142583333,0.2440794301214987,0.2726097684848483,0.34662735369242414,0.86411327077418,0.86411327077418,False,0.13588672922582,0.21091227469098617,True,False,Fora dos critérios
718.66000085,76.382400513,2.2479999065,0.4115357995,2.1991901398,1.0,65000.0,Folhelho,0.38652000427499994,0.25246898051794453,0.27321809709090894,0.3423769482954545,0.8353987656554716,0.8353987656554716,False,0.16460123434452845,0.21091227469098617,True,False,Fora dos critérios
718.81200085,70.708946228,2.2491769791,0.4016952515,2.2134590149,1.0,65000.0,Folhelho,0.33924121856666667,0.2654236648886964,0.2645702939999999,0.33313277275,0.7944170264157931,0.7944170264157931,False,0.20558297358420685,0.21085707860126016,True,False,Fora dos critérios
718.96400085,69.229003906,2.2514169216,0.3834580481,2.2153830528,1.0,65000.0,Folhelho,0.32690836588333333,0.25810240421081637,0.2634042104242424,0.3234311292621212,0.8165447428678259,0.8165447428678259,False,0.18345525713217414,0.21075216127988872,True,False,Fora dos critérios
719.11600085,73.037773132,2.2517049313,0.3878330886,2.2156729698,1.0,65000.0,Folhelho,0.3586481094333333,0.24873748459791953,0.26322850315151514,0.32553079587575756,0.8472333102914342,0.8472333102914342,False,0.15276668970856577,0.21073868246946,True,False,Fora dos critérios
719.26800085,76.493286133,2.2597937584,0.3918557465,2.2140166759,1.0,65000.0,Folhelho,0.3874440511083333,0.24003356862595993,0.2642323176363636,0.3280440320681818,0.8763823363557092,0.8763823363557092,False,0.12361766364429083,0.2103611796762172,True,False,Fora dos critérios
719.42000085,79.071815491,2.2722797394,0.4151140749,2.2167999744,1.0,65000.0,Folhelho,0.40893179575833327,0.24536073080658374,0.2625454700606059,0.338829772480303,0.8549959261174205,0.8549959261174205,False,0.14500407388257952,0.20978242526882218,True,False,Fora dos critérios
719.57200085,79.35900116,2.2809579372,0.4359149039,2.2129502296,1.0,65000.0,Folhelho,0.4113250096666667,0.2566122018394884,0.2648786487272726,0.3503967763136363,0.8159509616318781,0.8159509616318781,False,0.18404903836812192,0.20938297285740415,True,False,Fora dos critérios
719.72400085,79.86341095,2.2857289314,0.433796972,2.2047421932,1.0,65000.0,Folhelho,0.41552842458333333,0.25354199963581964,0.2698532162424242,0.3518250941212121,0.8249691839067848,0.8249691839067848,False,0.17503081609321525,0.20916433652565644,True,False,Fora dos critérios
719.87600085,77.427314758,2.2865762711,0.4192608893,2.2105989456,1.0,65000.0,Folhelho,0.3952276229833333,0.25355740461208254,0.2663036693333332,0.3427822793166666,0.8247662027351843,0.8247662027351843,False,0.1752337972648157,0.209125577777296,True,False,Fora dos critérios
720.02800085,74.920433044,2.2841079235,0.4144780934,2.2121515274,1.0,65000.0,Folhelho,0.3743369420333334,0.25932363137683767,0.26536271066666656,0.3399204020333333,0.8068626184975461,0.8068626184975461,False,0.19313738150245385,0.20923854425100766,True,False,Fora dos critérios
720.18000085,74.24949646,2.2764663696,0.4327720106,2.2003395557,1.0,65000.0,Folhelho,0.3687458038333334,0.2731891476747351,0.27252148139393945,0.3526467459969697,0.7671953067306545,0.7671953067306545,False,0.2328046932693455,0.20958943194580448,True,False,Fora dos critérios
720.33200085,74.03717041,2.2616086006,0.4422766864,2.182271719,1.0,65000.0,Folhelho,0.36697642008333337,0.2799715713386089,0.2834716854545454,0.3628741859272727,0.7510646845271712,0.7510646845271712,False,0.24893531547282877,0.2102767599040087,True,False,Fora dos critérios
720.48400085,77.017227173,2.2522630692,0.4248904288,2.1700706482,1.0,65000.0,Folhelho,0.39181022644166663,0.25841401367897515,0.29086627381818186,0.35787835130909096,0.8154068970972589,0.8154068970972589,False,0.1845931029027411,0.21071256906042174,True,False,Fora dos critérios
720.63600085,74.519218445,2.2385993004,0.4178429842,2.177850008,1.0,65000.0,Folhelho,0.37099348704166674,0.26282595845574597,0.2861515103030302,0.3519972472515151,0.8041620264324348,0.8041620264324348,False,0.19583797356756516,0.2113546553508196,True,False,Fora dos critérios
720.78800085,75.559959412,2.2274854183,0.4149853885,2.1856291294,1.0,65000.0,Folhelho,0.3796663284333333,0.2574294096947246,0.2814368912727272,0.3482111398863636,0.823065512020425,0.823065512020425,False,0.176934487979575,0.21188126889950426,True,False,Fora dos critérios
720.94000085,74.634689331,2.2230808735,0.4098339975,2.1939234734,1.0,65000.0,Folhelho,0.371955744425,0.2573938878692139,0.27641001612121213,0.34312200681060606,0.8239941702193372,0.8239941702193372,False,0.17600582978066281,0.21209106305432204,True,False,Fora dos critérios
721.09200085,73.742355347,2.2172217369,0.4018219113,2.2021939754,1.0,65000.0,Folhelho,0.36451962789166664,0.2553499377142057,0.2713975906666665,0.33660975098333323,0.8316865534190772,0.8316865534190772,False,0.16831344658092284,0.21237110961330377,True,False,Fora dos critérios
721.24400085,76.760292053,2.211411953,0.3982313573,2.2036120892,1.0,65000.0,Folhelho,0.3896691004416667,0.24305290253324502,0.27053812775757574,0.33438474252878786,0.8749119771729272,0.8749119771729272,False,0.12508802282707276,0.21264989551298016,True,False,Fora dos critérios
721.39600085,74.73475647,2.2060267925,0.3990525603,2.1972537041,1.0,65000.0,Folhelho,0.37278963724999997,0.25028990110207927,0.27439169448484846,0.33672212739242424,0.8506507357010028,0.8506507357010028,False,0.1493492642989972,0.21290928851101495,True,False,Fora dos critérios
721.54800085,72.304298401,2.2050256729,0.3936668932,2.1904373169,1.0,65000.0,Folhelho,0.35253582000833333,0.254885212195605,0.2785228382424241,0.33609486572121205,0.8355040036740062,0.8355040036740062,False,0.16449599632599377,0.21295761526672663,True,False,Fora dos critérios
721.70000085,68.01688385,2.2151982784,0.3905768692,2.1875,1.0,65000.0,Folhelho,0.31680736541666665,0.266839240276058,0.2803030303030303,0.33543994975151514,0.7962400198718586,0.7962400198718586,False,0.20375998012814145,0.21246808198000006,True,False,Fora dos critérios
721.85200085,73.658630371,2.2313261032,0.3987694383,2.1846737862,1.0,65000.0,Folhelho,0.36382191975833333,0.25368837571674174,0.2820158871515152,0.34039266272575763,0.8344837982572123,0.8344837982572123,False,0.1655162017427877,0.21169883934180939,True,False,Fora dos critérios
722.00400085,79.600036621,2.2411317825,0.4130170643,2.1730048656,1.0,65000.0,Folhelho,0.4133336385083333,0.24230321834685076,0.2890879602424243,0.35105251227121215,0.8717804390197762,0.8717804390197762,False,0.1282195609802238,0.21123520606632223,True,False,Fora dos critérios
722.15600085,79.939292908,2.2445726395,0.4066999853,2.1617846489,1.0,65000.0,Folhelho,0.4161607742333333,0.23744740453686672,0.29588809157575763,0.3512940384378788,0.8889262698959572,0.8889262698959572,False,0.11107373010404276,0.21107323561143332,True,False,Fora dos critérios
722.30800085,74.974205017,2.2479226589,0.4093406796,2.1529211998,1.0,65000.0,Folhelho,0.37478504180833333,0.2559259158822624,0.3012598789090908,0.3553002792545454,0.8241287242317421,0.8241287242317421,False,0.1758712757682579,0.21091589855388904,True,False,Fora dos critérios
722.46000085,73.683761597,2.2539000511,0.4255647957,2.1524715424,1.0,65000.0,Folhelho,0.36403134664166664,0.27064587003804325,0.3015323985454546,0.3635485971227273,0.7782717543934194,0.7782717543934194,False,0.22172824560658055,0.21063603609384132,True,False,Fora dos critérios
722.61200085,74.767684937,2.2556836605,0.4507000148,2.1655654907,1.0,65000.0,Folhelho,0.37306404114166664,0.28256004593610307,0.29359667230303016,0.37214834355151505,0.7451610580250198,0.7451610580250198,False,0.25483894197498025,0.21055274278534475,True,False,Fora dos critérios
722.76400085,73.421234131,2.2625813484,0.4491404295,2.168507576,1.0,65000.0,Folhelho,0.3618436177583334,0.2866218316081883,0.2918135903030302,0.3704770099015151,0.73348060019655,0.73348060019655,False,0.26651939980344996,0.21023155307740848,True,False,Fora dos critérios
722.91600085,73.621574402,2.266917944,0.4400026798,2.1805398464,1.0,65000.0,Folhelho,0.36351312001666664,0.2800559328502077,0.28452130521212127,0.3622619925060606,0.7499586566615783,0.7499586566615783,False,0.25004134333842165,0.21003037119044696,True,False,Fora dos critérios
723.06800085,77.117370605,2.2706394196,0.4246369898,2.1698999405,1.0,65000.0,Folhelho,0.3926447550416667,0.25790550295834824,0.29096973303030294,0.35780336141515146,0.813701852229857,0.813701852229857,False,0.18629814777014297,0.20985818545748083,True,False,Fora dos critérios
723.22000085,81.048873901,2.2676000595,0.4155171812,2.1669125557,1.0,65000.0,Folhelho,0.42540728250833326,0.2387531463101853,0.2927802692727271,0.35414872523636354,0.8795644476352535,0.8795644476352535,False,0.12043555236474646,0.209998779255497,True,False,Fora dos critérios
723.37200085,80.124923706,2.2659199238,0.4075505435,2.1566307545,1.0,65000.0,Folhelho,0.41770769755000003,0.23731354433936386,0.2990116639393939,0.3532811037196969,0.8852281079266756,0.8852281079266756,False,0.11477189207332439,0.2100766198409083,True,False,Fora dos critérios
723.52400085,76.139694214,2.2589702606,0.4009209871,2.1582000256,1.0,65000.0,Folhelho,0.38449745178333333,0.24676788919359138,0.29806059054545464,0.3494907888227273,0.8526211412566228,0.8526211412566228,False,0.1473788587433772,0.21039951930972772,True,False,Fora dos critérios
723.67600085,73.778381348,2.2538409233,0.41056633,2.1594395638,1.0,65000.0,Folhelho,0.36481984456666666,0.2607835853050932,0.2973093552727273,0.35393784263636363,0.8077149440494157,0.8077149440494157,False,0.19228505595058432,0.21063879901370938,True,False,Fora dos critérios
723.82800085,75.818496704,2.2469089031,0.4088449776,2.1657178402,1.0,65000.0,Folhelho,0.38182080586666667,0.25273945877822873,0.2935043392727272,0.3511746584363636,0.8347073089089802,0.8347073089089802,False,0.16529269109101985,0.21096347349188743,True,False,Fora dos critérios
723.98000085,74.741035461,2.2520067692,0.4242999852,2.1722891331,1.0,65000.0,Folhelho,0.372841962175,0.26610314616720854,0.2895217375151514,0.3569108613575757,0.7918905218202742,0.7918905218202742,False,0.2081094781797258,0.21072455927636746,True,False,Fora dos critérios
724.13200085,73.19947052,2.2605881691,0.4224202335,2.1714351177,1.0,65000.0,Folhelho,0.3599955876666667,0.27035081329887695,0.29003932260606047,0.35622977805303024,0.7779677506448988,0.7779677506448988,False,0.22203224935510124,0.21032421410714627,True,False,Fora dos critérios
724.28400085,73.024932861,2.2629220486,0.4153989255,2.160544157,1.0,65000.0,Folhelho,0.358541107175,0.2664613348319247,0.29663990484848485,0.3560194151742424,0.7889164355916171,0.7889164355916171,False,0.21108356440838294,0.2102157264985864,True,False,Fora dos critérios
724.43600085,74.318649292,2.260174036,0.4169999957,2.1569974422,1.0,65000.0,Folhelho,0.36932207743333334,0.26299269099838496,0.29878942896969707,0.35789471233484854,0.7998073305558123,0.7998073305558123,False,0.20019266944418768,0.21034348214310788,True,False,Fora dos critérios
724.58800085,78.567352295,2.2624588013,0.4245098531,2.169128418,1.0,65000.0,Folhelho,0.4047279357916667,0.25269885653161334,0.2914373224242423,0.3579735877621212,0.8319675424308487,0.8319675424308487,False,0.1680324575691513,0.21023724664369198,True,False,Fora dos critérios
724.74000085,76.287849426,2.26598382,0.4553121328,2.1730515957,1.0,65000.0,Folhelho,0.38573207854999997,0.27968363742602237,0.2890596389696969,0.37218588588484847,0.751111719954928,0.751111719954928,False,0.24888828004507202,0.21007365795031013,True,False,Fora dos critérios
724.89200085,76.104324341,2.2672214508,0.4503151476,2.1724925041,1.0,65000.0,Folhelho,0.38420270284166663,0.277302850761536,0.2893984823636363,0.36985681498181816,0.7573536011060937,0.7573536011060937,False,0.24264639889390627,0.21001631262123496,True,False,Fora dos critérios
725.04400085,69.915084839,2.2659730911,0.4297151864,2.1850552559,1.0,65000.0,Folhelho,0.33262570699166666,0.28678086871864417,0.2817846933939393,0.3557499398969697,0.7325249979727102,0.7325249979727102,False,0.2674750020272898,0.2100741552767369,True,False,Fora dos critérios
725.19600085,68.413719177,2.266882658,0.4106000066,2.1914000511,1.0,65000.0,Folhelho,0.32011432647500004,0.27916106203661045,0.2779393629696969,0.34426968478484843,0.7523685585106171,0.7523685585106171,False,0.24763144148938288,0.21003200583677756,True,False,Fora dos critérios
725.34800085,66.446968079,2.2626304626,0.4152950644,2.1867957115,1.0,65000.0,Folhelho,0.30372473399166666,0.28915968143705795,0.2807298718181819,0.3480124681090909,0.7270352156479665,0.7270352156479665,False,0.27296478435203353,0.2102292713502887,True,False,Fora dos critérios
725.50000085,68.877113342,2.2553529739,0.4358033836,2.1649639606,1.0,65000.0,Folhelho,0.32397594451666667,0.2946135707746308,0.29396123599999985,0.3648823097999999,0.7147266760401859,0.7147266760401859,False,0.2852733239598141,0.21056817815608192,True,False,Fora dos critérios
725.65200085,67.512870789,2.2444519997,0.4301892817,2.1629450321,1.0,65000.0,Folhelho,0.31260725657500005,0.29570899053979316,0.2951848290303029,0.36268705536515145,0.7138061909002329,0.7138061909002329,False,0.2861938090997671,0.21107890815216276,True,False,Fora dos critérios
725.80400085,71.084915161,2.2460999489,0.4183107615,2.1747775078,1.0,65000.0,Folhelho,0.34237429300833333,0.27509191027366,0.28801363163636357,0.3531621965681818,0.767021684170597,0.767021684170597,False,0.23297831582940298,0.21100146031980943,True,False,Fora dos critérios
725.95600085,74.674934387,2.2457587719,0.4142542183,2.1692342758,1.0,65000.0,Folhelho,0.37229111989166663,0.26003105144924604,0.29137316618181813,0.3528136922409091,0.8115088035383735,0.8115088035383735,False,0.1884911964616265,0.2110174874444029,True,False,Fora dos critérios
726.10800085,78.499504089,2.2460823059,0.4082839787,2.1636984348,1.0,65000.0,Folhelho,0.40416253407499997,0.2432708912463847,0.2947282213333332,0.3515061000166666,0.8673552678105562,0.8673552678105562,False,0.13264473218944384,0.2110022890275207,True,False,Fora dos critérios
726.26000085,77.01978302,2.2533040047,0.4086999893,2.1539201736,1.0,65000.0,Folhelho,0.3918315251666667,0.24855844915698067,0.3006544402424242,0.3546772147712121,0.8475426757840225,0.8475426757840225,False,0.15245732421597746,0.21066389308723432,True,False,Fora dos critérios
726.41200085,70.148506165,2.2411601543,0.409969449,2.1617908478,1.0,65000.0,Folhelho,0.33457088470833335,0.27280560774468204,0.2958843346666667,0.35292689183333337,0.774301784887087,0.774301784887087,False,0.225698215112913,0.21123386900391383,True,False,Fora dos critérios
726.56400085,64.648719788,2.2457790375,0.4195481539,2.1611306667,1.0,65000.0,Folhelho,0.2887393315666666,0.298408100382885,0.29628444442424234,0.3579162991621212,0.7071407749158409,0.7071407749158409,False,0.29285922508415907,0.21101653534591736,True,False,Fora dos critérios
726.71600085,62.920417786,2.2444155216,0.4344271421,2.165384531,1.0,65000.0,Folhelho,0.27433681488333334,0.31524778363741673,0.29370634484848485,0.3640667434742424,0.669570523301725,0.669570523301725,False,0.33042947669827505,0.2110806234598141,True,False,Fora dos critérios
726.86800085,68.027648926,2.24518466,0.4290102422,2.1614952087,1.0,65000.0,Folhelho,0.3168970743833333,0.2930581515663348,0.2960635098787879,0.36253687603939394,0.7201453501025059,0.7201453501025059,False,0.2798546498974941,0.21104446516013142,True,False,Fora dos critérios
727.02000085,73.891807556,2.2396054268,0.4312945902,2.1567058563,1.0,65000.0,Folhelho,0.3657650629666667,0.2735420972583143,0.2989661476969697,0.36513036894848483,0.7724850301546656,0.7724850301546656,False,0.22751496984533437,0.2113071752491594,True,False,Fora dos critérios
727.17200085,75.206466675,2.2360153198,0.4340906739,2.1481153965,1.0,65000.0,Folhelho,0.376720555625,0.27055979403676134,0.30417248696969684,0.3691315804348484,0.7816266401069372,0.7816266401069372,False,0.21837335989306284,0.2114767427609787,True,False,Fora dos critérios
727.32400085,73.734977722,2.2349739075,0.43514359,2.1470739841,1.0,65000.0,Folhelho,0.3644581476833333,0.27655196321232417,0.304803646,0.369973618,0.7648689403607095,0.7648689403607095,False,0.23513105963929049,0.21152600705688432,True,False,Fora dos critérios
727.47600085,70.289428711,2.2399907112,0.4558181763,2.1520905495,1.0,65000.0,Folhelho,0.33574523925833333,0.30277939363985934,0.3017633033333333,0.37879073981666667,0.6978315110142795,0.6978315110142795,False,0.30216848898572046,0.2112890017676904,True,False,Fora dos critérios
727.62800085,67.482719421,2.25,0.4452545047,2.1621000767,1.0,65000.0,Folhelho,0.312355995175,0.3061765907782798,0.29569692321212127,0.3704757139560606,0.6885520220275686,0.6885520220275686,False,0.3114479779724314,0.21081851067789198,True,False,Fora dos critérios
727.78000085,67.487129211,2.2489144802,0.4614624679,2.159386158,1.0,65000.0,Folhelho,0.31239274342499995,0.317304941565048,0.2973417224242425,0.37940209516212126,0.6645638201656583,0.6645638201656583,False,0.3354361798343417,0.2108693841239093,True,False,Fora dos critérios
727.93200085,71.105827332,2.2406024933,0.4741324484,2.1420676708,1.0,65000.0,Folhelho,0.34254856110000004,0.31171906042976,0.30783777527272727,0.39098511183636364,0.6777261356929606,0.6777261356929606,False,0.3222738643070394,0.2112601542469017,True,False,Fora dos critérios
728.08400085,75.096466064,2.2291879654,0.4811680019,2.1379101276,1.0,65000.0,Folhelho,0.37580388386666663,0.30034319799361636,0.3103574984242423,0.39576275016212115,0.7051943991805694,0.7051943991805694,False,0.29480560081943064,0.21180034105707907,True,False,Fora dos critérios
728.23600085,75.714958191,2.2199258804,0.4966335893,2.1328001022,1.0,65000.0,Folhelho,0.38095798492499994,0.30743705787420195,0.3134544835151514,0.4050440364075757,0.6903582950127554,0.6903582950127554,False,0.30964170498724464,0.21224172309777184,True,False,Fora dos critérios
728.38800085,72.799133301,2.2155582905,0.4452939034,2.1330571175,1.0,65000.0,Folhelho,0.356659444175,0.2864756273188399,0.31329871666666664,0.3792963100333333,0.74160172370834,0.74160172370834,False,0.25839827629166,0.2124508190200797,True,False,Fora dos critérios
728.54000085,71.508346558,2.2224254608,0.4635642469,2.1362736225,1.0,65000.0,Folhelho,0.34590288798333335,0.303216035131471,0.3113493196969696,0.38745678329848476,0.6995749232437881,0.6995749232437881,False,0.3004250767562119,0.21212233450338458,True,False,Fora dos critérios
728.69200085,72.479125977,2.2355995178,0.4309967458,2.1493933201,1.0,65000.0,Folhelho,0.35399271647499997,0.278427036962373,0.30339798781818167,0.3671973668090909,0.7596116044200377,0.7596116044200377,False,0.24038839557996228,0.2114964082609053,True,False,Fora dos critérios
728.84400085,75.995986938,2.2431564331,0.4267843366,2.1710855961,1.0,65000.0,Folhelho,0.38329989115,0.263197946836695,0.29025115387878775,0.35851774523939384,0.8022093549339201,0.8022093549339201,False,0.1977906450660799,0.21113985515179728,True,False,Fora dos critérios
728.99600085,76.867607117,2.2362999916,0.3804385066,2.1792383194,1.0,65000.0,Folhelho,0.39056339264166673,0.2318531527707749,0.28531010945454544,0.3328743080272727,0.912056962544159,0.912056962544159,False,0.08794303745584098,0.21146328227239983,True,False,Fora dos critérios
729.14800085,76.682365417,2.237433672,0.3756928444,2.1726305485,1.0,65000.0,Folhelho,0.38901971180833333,0.22954092234305895,0.2893148190909091,0.33250383174545456,0.921010948249522,0.921010948249522,False,0.07898905175047799,0.21140970254925062,True,False,Fora dos critérios
729.30000085,75.574478149,2.2469816208,0.3659825623,2.1484000683,1.0,65000.0,Folhelho,0.37978731790833337,0.2269870265628635,0.3039999586060606,0.3349912604530303,0.929392586957086,0.929392586957086,False,0.07060741304291396,0.2109600598229565,True,False,Fora dos critérios
729.45200085,74.942718506,2.2556216717,0.3689504862,2.1505632401,1.0,65000.0,Folhelho,0.3745226542166667,0.23077017083384635,0.3026889453939394,0.3358197157969697,0.9124040390524052,0.9124040390524052,False,0.08759596094759481,0.21055563596161497,True,False,Fora dos critérios
729.60400085,76.750923157,2.2709755898,0.3785220981,2.1694648266,1.0,65000.0,Folhelho,0.38959102630833337,0.23105328542083736,0.2912334384242424,0.3348777682621212,0.9082002532613008,0.9082002532613008,False,0.09179974673869917,0.20984265233606011,True,False,Fora dos critérios
729.75600085,74.707199097,2.2844290733,0.4073953331,2.1799612045,1.0,65000.0,Folhelho,0.372559992475,0.25561613086591384,0.28487199727272716,0.34613366518636357,0.818507953430013,0.818507953430013,False,0.18149204656998696,0.20922383613875753,True,False,Fora dos critérios
729.90800085,74.606208801,2.2955040932,0.4031513929,2.1626002789,1.0,65000.0,Folhelho,0.37171840667499995,0.2532925994824051,0.2953937703636364,0.3492725816318182,0.8240213480297038,0.8240213480297038,False,0.17597865197029616,0.20871850927143934,True,False,Fora dos critérios
730.06000085,72.343505859,2.3004109859,0.3907447159,2.1324110031,1.0,65000.0,Folhelho,0.352862548825,0.25286553950762547,0.3136903011515151,0.3522175085257575,0.8245322288237262,0.8245322288237262,False,0.17546777117627377,0.20849578688293643,True,False,Fora dos critérios
730.21200085,73.10861969,2.2961428165,0.4141707718,2.1290941238,1.0,65000.0,Folhelho,0.35923849741666664,0.26538468606466686,0.3157005310303031,0.36493565141515155,0.7863659372903068,0.7863659372903068,False,0.2136340627096932,0.2086894773997356,True,False,Fora dos critérios
730.36400085,72.73500824,2.2879855633,0.4597578645,2.1327412128,1.0,65000.0,Folhelho,0.35612506866666666,0.2960265634348975,0.313490174060606,0.386624019280303,0.7062243321628745,0.7062243321628745,False,0.2937756678371255,0.2090611620642813,True,False,Fora dos critérios
730.51600085,76.03263092,2.2762260437,0.4518562853,2.1507577896,1.0,65000.0,Folhelho,0.3836052576666667,0.27852183854919066,0.3025710366060605,0.3772136609530302,0.7525460016408839,0.7525460016408839,False,0.24745399835911608,0.20960049596986124,True,False,Fora dos critérios
730.66800085,74.600296021,2.2640309334,0.4339402616,2.1553430557,1.0,65000.0,Folhelho,0.37166913350833336,0.2726580605767485,0.29979208745454544,0.3668661745272727,0.7707978251618904,0.7707978251618904,False,0.22920217483810956,0.21016424010541673,True,False,Fora dos critérios
730.82000085,75.36441803,2.2476611137,0.428859055,2.1656610966,1.0,65000.0,Folhelho,0.37803681691666663,0.26673454294191035,0.29353872933333325,0.3611988921666666,0.7907793542691771,0.7907793542691771,False,0.20922064573082289,0.21092816962888797,True,False,Fora dos critérios
730.97200085,72.6460495,2.2432832718,0.446013689,2.16127491,1.0,65000.0,Folhelho,0.3553837458333334,0.2875076735102366,0.2961970242424242,0.37110535662121213,0.7343591334552276,0.7343591334552276,False,0.26564086654477237,0.21113388598070584,True,False,Fora dos critérios
731.12400085,72.880096436,2.2340819836,0.4400702119,2.1518268585,1.0,65000.0,Folhelho,0.35733413696666666,0.28281810252597533,0.3019231160606059,0.37099666398030295,0.7480717296911332,0.7480717296911332,False,0.2519282703088668,0.21156822714457063,True,False,Fora dos critérios
731.27600085,72.843811035,2.2304999828,0.4061566293,2.1468076706,1.0,65000.0,Folhelho,0.35703175862500003,0.2611458136638188,0.30496504812121217,0.35556083871060606,0.8108038825960351,0.8108038825960351,False,0.18919611740396491,0.211738039642325,True,False,Fora dos critérios
731.42800085,71.859588623,2.2306449413,0.3856925666,2.1508421898,1.0,65000.0,Folhelho,0.3488299051916666,0.2511514651597915,0.3025198849696969,0.34410622578484845,0.8430417059114428,0.8430417059114428,False,0.15695829408855722,0.2117311596304689,True,False,Fora dos critérios
731.58000085,73.192100525,2.2323999405,0.4267264307,2.1566340923,1.0,65000.0,Folhelho,0.3599341710416667,0.27313300660442624,0.299009641030303,0.3628680358651515,0.7748895666916793,0.7748895666916793,False,0.2251104333083207,0.21164791713689943,True,False,Fora dos critérios
731.73200085,73.170211792,2.2315700054,0.4277362823,2.160993576,1.0,65000.0,Folhelho,0.3597517649333334,0.2738573998165525,0.2963675296969696,0.3620519059984848,0.7729835681797305,0.7729835681797305,False,0.22701643182026954,0.2116872700826218,True,False,Fora dos critérios
731.88400085,72.133537292,2.220031023,0.4505671859,2.1462337971,1.0,65000.0,Folhelho,0.35111281076666667,0.29236727481942376,0.3053128502424243,0.37794001807121214,0.7259249421572602,0.7259249421572602,False,0.2740750578427398,0.212236697061966,True,False,Fora dos critérios
732.03600085,72.192588806,2.2103881836,0.4195234776,2.1422128677,1.0,65000.0,Folhelho,0.3516049067166667,0.27201696439300044,0.3077497771515151,0.3636366273757575,0.7819333475710937,0.7819333475710937,False,0.21806665242890633,0.21269913556394582,True,False,Fora dos critérios
732.18800085,71.434020996,2.2022438049,0.4687808156,2.1369454861,1.0,65000.0,Folhelho,0.3452835083,0.30691853096589666,0.31094212963636353,0.38986147261818177,0.6942952446316607,0.6942952446316607,False,0.3057047553683393,0.21309207653895715,True,False,Fora dos critérios
732.34000085,72.384109497,2.1891443729,0.4538939595,2.1408350468,1.0,65000.0,Folhelho,0.35320091247499996,0.2935781988377093,0.30858482012121213,0.38123938981060607,0.728012768385288,0.728012768385288,False,0.27198723161471206,0.21372867727340727,True,False,Fora dos critérios
